pdb_id,ligand_id,ligand_name,ligand_smiles,resolution,protein_species,binding_site_region,s1_occupancy,s2_s4_occupancy,solvent_front_exit_vector,key_residue_contacts,water_mediated_contacts,pose_quality_notes,source_url,doi
5EXL,5SS,4-(aminomethyl)-~{N}-[(1~{S})-1-[4-(3-oxidanyl-1~{H}-indazol-5-yl)pyridin-2-yl]-2-phenyl-ethyl]cyclohexane-1-carboxamide,c1ccc(cc1)C[C@@H](c2cc(ccn2)c3ccc4c(c3)c(n[nH]4)O)NC(=O)C5CCC(CC5)CN,2.3,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXL,10.1016/j.bmc.2016.03.062
5EXL,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.3,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXL,10.1016/j.bmc.2016.03.062
5EXL,EDO,"1,2-ETHANEDIOL",C(CO)O,2.3,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXL,10.1016/j.bmc.2016.03.062
5EXM,5ST,methyl ~{N}-[4-[2-[(1~{S})-1-[[4-(aminomethyl)cyclohexyl]carbonylamino]-2-phenyl-ethyl]pyridin-4-yl]phenyl]carbamate,COC(=O)Nc1ccc(cc1)c2ccnc(c2)[C@H](Cc3ccccc3)NC(=O)C4CCC(CC4)CN,2.09,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXM,10.1016/j.bmc.2016.03.062
5EXM,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.09,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXM,10.1016/j.bmc.2016.03.062
5EXM,EDO,"1,2-ETHANEDIOL",C(CO)O,2.09,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXM,10.1016/j.bmc.2016.03.062
5EXN,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,1.49,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,"RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=D-saccharide, beta linking",https://www.rcsb.org/structure/5EXN,10.1016/j.bmc.2016.03.062
5EXN,5SU,"methyl ~{N}-[4-[2-[(1~{S})-1-[[(~{E})-3-[5-chloranyl-2-(1,2,3,4-tetrazol-1-yl)phenyl]prop-2-enoyl]amino]-2-phenyl-ethyl]pyridin-4-yl]phenyl]carbamate",COC(=O)Nc1ccc(cc1)c2ccnc(c2)[C@H](Cc3ccccc3)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,1.49,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5EXN,10.1016/j.bmc.2016.03.062
5I25,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,2.85,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,"RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=D-saccharide, beta linking",https://www.rcsb.org/structure/5I25,10.1182/blood-2015-10-676122
5Q0D,9EY,"methyl [(7S)-7-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-2-oxo-1,2,3,4,5,6,7,9-octahydro-11,8-(azeno)-1,9-benzodiazacyclotridecin-14-yl]carbamate",COC(=O)Nc1ccc-2c(c1)NC(=O)CCCC[C@@H](c3[nH]cc2n3)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0D,10.1016/j.bmcl.2017.06.058
5Q0D,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0D,10.1016/j.bmcl.2017.06.058
5Q0D,EDO,"1,2-ETHANEDIOL",C(CO)O,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0D,10.1016/j.bmcl.2017.06.058
5Q0E,9FD,"methyl [(4S,8S)-8-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-4-methyl-2-oxo-1,3,4,5,6,7,8,10-octahydro-2H-12,9-(azeno)-1,10-benzodiazacyclotetradecin-15-yl]carbamate",C[C@H]1CCC[C@@H](c2[nH]cc(n2)-c3ccc(cc3NC(=O)C1)NC(=O)OC)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0E,10.1016/j.bmcl.2017.06.058
5Q0E,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0E,10.1016/j.bmcl.2017.06.058
5Q0E,EDO,"1,2-ETHANEDIOL",C(CO)O,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0E,10.1016/j.bmcl.2017.06.058
5Q0F,9FA,"methyl [(4R,5E,8S)-8-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-4-methyl-2-oxo-1,3,4,7,8,10-hexahydro-2H-12,9-(azeno)-1,10-benzodiazacyclotetradecin-15-yl]carbamate",C[C@@H]\1CC(=O)Nc2cc(ccc2-c3c[nH]c(n3)[C@H](C/C=C1)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl)NC(=O)OC,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0F,10.1016/j.bmcl.2017.06.058
5Q0F,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0F,10.1016/j.bmcl.2017.06.058
5Q0F,EDO,"1,2-ETHANEDIOL",C(CO)O,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0F,10.1016/j.bmcl.2017.06.058
5Q0G,9F7,"methyl [(3R,7S)-7-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-3-ethyl-2-oxo-1,2,3,4,5,6,7,9-octahydro-11,8-(azeno)-1,9-benzodiazacyclotridecin-14-yl]carbamate",CC[C@@H]1CCC[C@@H](c2[nH]cc(n2)-c3ccc(cc3NC1=O)NC(=O)OC)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0G,10.1016/j.bmcl.2017.06.058
5Q0G,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0G,10.1016/j.bmcl.2017.06.058
5Q0G,EDO,"1,2-ETHANEDIOL",C(CO)O,2.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0G,10.1016/j.bmcl.2017.06.058
5Q0H,9F1,"methyl [(4R,5E,8S)-11-chloro-8-[(2,6-difluoro-4-methylbenzene-1-carbonyl)amino]-4-methyl-2-oxo-1,3,4,7,8,10-hexahydro-2H-12,9-(azeno)-1,10-benzodiazacyclotetradecin-15-yl]carbamate",Cc1cc(c(c(c1)F)C(=O)N[C@H]2C/C=C/[C@@H](CC(=O)Nc3cc(ccc3-c4c([nH]c2n4)Cl)NC(=O)OC)C)F,2.5,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0H,10.1016/j.bmcl.2017.06.058
5Q0H,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.5,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0H,10.1016/j.bmcl.2017.06.058
5Q0H,EDO,"1,2-ETHANEDIOL",C(CO)O,2.5,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5Q0H,10.1016/j.bmcl.2017.06.058
5QCK,BUV,"4-[[(2~{S},3~{R})-1-[(~{E})-3-[5-chloranyl-2-(1,2,3,4-tetrazol-1-yl)phenyl]prop-2-enoyl]-3-phenyl-pyrrolidin-2-yl]carbonylamino]benzoic acid",c1ccc(cc1)[C@H]2CCN([C@@H]2C(=O)Nc3ccc(cc3)C(=O)O)C(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.64,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCK,10.1021/acs.jmedchem.7b01171
5QCK,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.64,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCK,10.1021/acs.jmedchem.7b01171
5QCK,EDO,"1,2-ETHANEDIOL",C(CO)O,2.64,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCK,10.1021/acs.jmedchem.7b01171
5QCL,BUY,"4-[[(1~{S})-2-[(~{E})-3-[5-chloranyl-2-(1,2,3,4-tetrazol-1-yl)phenyl]prop-2-enoyl]-3,4-dihydro-1~{H}-isoquinolin-1-yl]carbonylamino]benzoic acid",c1ccc2c(c1)CCN([C@@H]2C(=O)Nc3ccc(cc3)C(=O)O)C(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.11,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCL,10.1021/acs.jmedchem.7b01171
5QCL,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.11,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCL,10.1021/acs.jmedchem.7b01171
5QCL,EDO,"1,2-ETHANEDIOL",C(CO)O,2.11,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCL,10.1021/acs.jmedchem.7b01171
5QCM,BVJ,"methyl ~{N}-[4-[[(1~{S})-2-[(~{E})-3-[3-chloranyl-2-fluoranyl-6-(1,2,3,4-tetrazol-1-yl)phenyl]prop-2-enoyl]-3,4-dihydro-1~{H}-isoquinolin-1-yl]carbonylamino]phenyl]carbamate",COC(=O)Nc1ccc(cc1)NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c4c(ccc(c4F)Cl)n5cnnn5,2.2,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCM,10.1021/acs.jmedchem.7b01171
5QCM,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.2,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCM,10.1021/acs.jmedchem.7b01171
5QCM,EDO,"1,2-ETHANEDIOL",C(CO)O,2.2,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCM,10.1021/acs.jmedchem.7b01171
5QCN,BVM,"4-[[(1~{S})-2-[(~{E})-3-[5-chloranyl-2-(1,2,3,4-tetrazol-1-yl)phenyl]prop-2-enoyl]-5-[(3~{S})-3-ethoxycarbonylpiperidin-1-yl]carbonyl-3,4-dihydro-1~{H}-isoquinolin-1-yl]carbonylamino]benzoic acid",CCOC(=O)[C@H]1CCCN(C1)C(=O)c2cccc3c2CCN([C@@H]3C(=O)Nc4ccc(cc4)C(=O)O)C(=O)/C=C/c5cc(ccc5n6cnnn6)Cl,2.3,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCN,10.1021/acs.jmedchem.7b01171
5QCN,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.3,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCN,10.1021/acs.jmedchem.7b01171
5QCN,EDO,"1,2-ETHANEDIOL",C(CO)O,2.3,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QCN,10.1021/acs.jmedchem.7b01171
5QQO,NRJ,"methyl [(5E,8S)-8-[(6R)-6-(3-chlorophenyl)-2-oxo-1,3-oxazinan-3-yl]-2-oxo-1,3,4,7,8,10-hexahydro-2H-12,9-(azeno)-1,10-benzodiazacyclotetradecin-15-yl]carbamate",COC(=O)Nc1ccc-2c(c1)NC(=O)CC/C=C/C[C@@H](c3[nH]cc2n3)N4CC[C@@H](OC4=O)c5cccc(c5)Cl,2.0,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QQO,10.1016/j.bmcl.2019.08.008
5QQO,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.0,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QQO,10.1016/j.bmcl.2019.08.008
5QQO,EDO,"1,2-ETHANEDIOL",C(CO)O,2.0,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QQO,10.1016/j.bmcl.2019.08.008
5QQP,NR7,"methyl [(5E,8S)-8-[(4S)-4-(3-chlorophenyl)-2-oxopiperidin-1-yl]-2-oxo-1,3,4,7,8,10-hexahydro-2H-12,9-(azeno)-1,10-benzodiazacyclotetradecin-15-yl]carbamate",COC(=O)Nc1ccc-2c(c1)NC(=O)CC/C=C/C[C@@H](c3[nH]cc2n3)N4CC[C@@H](CC4=O)c5cccc(c5)Cl,2.08,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QQP,10.1016/j.bmcl.2019.08.008
5QQP,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.08,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QQP,10.1016/j.bmcl.2019.08.008
5QQP,EDO,"1,2-ETHANEDIOL",C(CO)O,2.08,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QQP,10.1016/j.bmcl.2019.08.008
5QTT,QEY,"methyl [(3R,7S)-7-{[5-amino-1-(3-chloro-2-fluorophenyl)-1H-pyrazole-4-carbonyl]amino}-3-methyl-2-oxo-2,3,4,5,6,7-hexahydro-1H-12,8-(metheno)-1,9-benzodiazacyclotetradecin-15-yl]carbamate",C[C@@H]1CCC[C@@H](c2cc(ccn2)-c3ccc(cc3NC1=O)NC(=O)OC)NC(=O)c4cnn(c4N)c5cccc(c5F)Cl,2.23,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTT,10.1021/acs.jmedchem.9b01768
5QTT,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.23,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTT,10.1021/acs.jmedchem.9b01768
5QTT,EDO,"1,2-ETHANEDIOL",C(CO)O,2.23,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTT,10.1021/acs.jmedchem.9b01768
5QTU,QEV,"methyl [(3R,7S)-7-{[1-(3-chloro-2-fluorophenyl)-5-methyl-1H-imidazole-4-carbonyl]amino}-3-methyl-2-oxo-2,3,4,5,6,7-hexahydro-1H-12,8-(metheno)-1,9-benzodiazacyclotetradecin-15-yl]carbamate",Cc1c(ncn1c2cccc(c2F)Cl)C(=O)N[C@H]3CCC[C@H](C(=O)Nc4cc(ccc4-c5ccnc3c5)NC(=O)OC)C,2.53,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTU,10.1021/acs.jmedchem.9b01768
5QTU,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.53,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTU,10.1021/acs.jmedchem.9b01768
5QTU,EDO,"1,2-ETHANEDIOL",C(CO)O,2.53,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTU,10.1021/acs.jmedchem.9b01768
5QTV,QLS,"methyl [(2R,7S)-7-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-2-(trifluoromethyl)-2,3,4,5,6,7-hexahydro-1H-8,11-epimino-1,9-benzodiazacyclotridecin-14-yl]carbamate",COC(=O)Nc1ccc-2c(c1)N[C@H](CCCC[C@@H](c3[nH]c2cn3)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl)C(F)(F)F,2.2,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTV,10.1016/j.bmcl.2020.126949
5QTV,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.2,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTV,10.1016/j.bmcl.2020.126949
5QTV,EDO,"1,2-ETHANEDIOL",C(CO)O,2.2,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTV,10.1016/j.bmcl.2020.126949
5QTW,QLM,"methyl (2R,7S)-7-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-14-[(methoxycarbonyl)amino]-2,3,4,5,6,7-hexahydro-1H-8,11-epimino-1,9-benzodiazacyclotridecine-2-carboxylate",COC(=O)[C@H]1CCCC[C@@H](c2[nH]c(cn2)-c3ccc(cc3N1)NC(=O)OC)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTW,10.1016/j.bmcl.2020.126949
5QTW,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTW,10.1016/j.bmcl.2020.126949
5QTW,EDO,"1,2-ETHANEDIOL",C(CO)O,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTW,10.1016/j.bmcl.2020.126949
5QTX,QLD,"ethyl (2R,7S)-7-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-14-[(methoxycarbonyl)amino]-1,2,3,4,5,6,7,9-octahydro-11,8-(azeno)-1,9-benzodiazacyclotridecine-2-carboxylate",CCOC(=O)[C@H]1CCCC[C@@H](c2[nH]cc(n2)-c3ccc(cc3N1)NC(=O)OC)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.07,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTX,10.1016/j.bmcl.2020.126949
5QTX,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.07,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTX,10.1016/j.bmcl.2020.126949
